Student_ID,Gender,Attendance_Rate,Study_Hours_per_Week,Physics,Maths,Biology,Chemistry,Past_Exam_Scores,Final_Exam_Score,Pass_Fail
S1646,Male,86.57507646,18,37,56,55,83,66,59,Pass
S1647,Male,75.26171647,28,74,49,61,42,66,52,Pass
S1648,Female,61.04282465,34,80,37,80,69,64,70,Pass
S1649,Male,93.21702399,22,69,99,56,85,90,77,Pass
S1650,Male,51.76398828,10,50,51,44,45,95,67,Pass
S1651,Female,94.5897707,26,97,86,31,44,62,58,Pass
S1652,Female,76.38054051,10,57,93,82,48,74,62,Pass
S1653,Female,71.2631354,13,55,75,63,47,51,48,Fail
S1654,Male,84.59752659,29,68,45,56,63,67,71,Pass
S1655,Female,54.56054759,22,88,39,99,77,58,49,Fail
S1656,Female,97.55427546,35,65,67,36,30,56,48,Fail
S1657,Male,65.18248344,35,88,46,32,52,70,64,Pass
S1658,Female,53.0926229,14,44,41,52,67,98,73,Pass
S1659,Male,72.10789521,12,84,67,95,48,64,58,Pass
S1660,Male,70.69518257,29,44,93,49,87,91,74,Pass
S1661,Female,98.45129267,31,57,76,53,80,67,72,Pass
S1662,Female,99.57451277,26,40,36,46,75,79,63,Pass
S1663,Male,81.20618139,33,91,66,76,91,79,65,Pass
S1664,Female,71.69797716,35,32,63,80,63,90,68,Pass
S1665,Female,96.94060481,35,64,57,98,89,63,66,Pass
S1666,Male,76.83079059,35,94,44,32,51,91,70,Pass
S1667,Female,57.40261476,25,37,59,64,72,99,66,Pass
S1668,Male,70.3129301,35,35,34,59,32,68,64,Pass
S1669,Male,82.13561662,33,99,31,34,36,54,54,Pass
S1670,Male,64.32077747,30,73,76,46,99,98,77,Pass
S1671,Female,71.71941888,28,30,95,87,43,88,81,Pass
S1672,Female,71.34888322,11,61,82,33,86,79,61,Pass
S1673,Male,88.41669634,24,32,74,47,84,86,81,Pass
S1674,Female,74.09259606,22,35,87,59,34,80,63,Pass
S1675,Male,68.22784392,20,59,79,85,66,58,58,Pass
S1676,Male,88.5911595,29,79,52,73,33,91,78,Pass
S1677,Male,51.31794092,12,97,72,55,62,54,49,Fail
S1678,Female,55.5498027,14,70,49,81,42,79,62,Pass
S1679,Male,83.73109877,32,31,49,97,64,61,56,Pass
S1680,Male,50.30967192,18,33,54,72,85,66,59,Pass
S1681,Male,67.0646427,22,86,44,98,74,71,62,Pass
S1682,Male,51.89906561,34,60,89,84,77,91,81,Pass
S1683,Female,79.03408336,29,58,81,81,95,68,67,Pass
S1684,Male,53.45630931,33,90,78,82,42,72,64,Pass
S1685,Male,70.3833433,10,65,85,47,67,59,53,Pass
S1686,Female,67.87391634,11,33,66,54,93,55,61,Pass
S1687,Female,85.14557272,13,30,66,96,50,75,60,Pass
S1688,Female,92.86397557,15,99,64,78,55,90,83,Pass
S1689,Male,58.30079881,37,87,56,77,82,90,77,Pass
S1690,Male,89.88277041,16,55,49,35,54,72,64,Pass
S1691,Male,57.89216983,31,77,44,65,70,56,64,Pass
S1692,Female,94.72676083,23,97,33,51,38,96,80,Pass
S1693,Female,89.05680415,32,41,75,87,76,85,83,Pass
S1694,Female,63.26128729,21,64,95,61,66,64,69,Pass
S1695,Female,98.15381647,28,70,36,81,50,93,86,Pass
S1696,Female,83.32529883,27,40,91,59,39,70,65,Pass
S1697,Male,70.865881,36,59,47,85,35,99,78,Pass
S1698,Male,56.92460348,18,34,95,32,93,93,69,Pass
S1699,Male,61.54048219,11,81,82,71,86,81,64,Pass
S1700,Male,89.48796228,13,70,48,49,37,59,55,Pass
S1701,Male,97.47524218,13,76,84,71,54,79,72,Pass
S1702,Male,55.19369913,23,75,40,92,62,99,68,Pass
S1703,Male,68.79680769,37,41,67,30,91,56,62,Pass
S1704,Male,82.85146812,36,75,69,40,97,77,79,Pass
S1705,Female,84.04712438,32,80,66,61,67,91,76,Pass
S1706,Female,55.23487314,38,31,86,34,78,92,67,Pass
S1707,Male,75.55883385,14,48,45,72,86,82,66,Pass
S1708,Male,53.63694573,34,85,72,39,66,62,51,Pass
S1709,Female,75.90109494,12,80,76,62,84,77,61,Pass
S1710,Male,81.00217457,38,77,96,52,74,98,82,Pass
S1711,Male,50.43125621,32,39,48,38,40,79,68,Pass
S1712,Female,87.28097638,32,90,44,30,95,59,59,Pass
S1713,Female,57.45486214,29,65,54,51,53,95,68,Pass
S1714,Female,75.43496421,17,47,70,74,43,82,74,Pass
S1715,Male,55.78480664,33,30,79,51,60,59,49,Fail
S1716,Male,64.8662079,22,40,91,62,81,86,73,Pass
S1717,Female,72.03822925,14,57,39,74,41,83,73,Pass
S1718,Female,62.78522203,10,79,92,47,71,64,67,Pass
S1719,Female,68.02224603,21,80,70,64,43,61,60,Pass
S1720,Female,75.99998262,30,96,80,32,62,93,83,Pass
S1721,Male,66.43075044,35,59,47,55,31,90,63,Pass
S1722,Female,89.7708976,35,32,87,82,47,96,84,Pass
S1723,Female,97.45168109,24,60,64,70,86,77,68,Pass
S1724,Female,52.38443461,16,64,94,52,73,95,81,Pass
S1725,Male,69.51680313,15,38,76,98,31,65,65,Pass
S1726,Male,84.57258497,33,60,36,49,68,81,60,Pass
S1727,Female,75.7983674,29,50,70,86,59,70,65,Pass
S1728,Male,95.19118934,23,36,65,40,77,83,65,Pass
S1729,Male,54.98867541,10,43,44,86,51,55,58,Pass
S1730,Male,62.77200576,20,35,36,61,88,52,58,Pass
S1731,Male,69.7752482,28,57,95,84,98,72,61,Pass
S1732,Male,58.22195291,34,77,97,49,88,72,60,Pass
S1733,Male,83.10431401,26,38,85,98,66,57,53,Pass
S1734,Female,73.09769841,17,73,47,86,35,58,63,Pass
S1735,Female,88.84307677,38,34,84,93,66,64,71,Pass
S1736,Female,81.99091316,21,60,80,63,61,94,69,Pass
S1737,Female,65.53949815,23,55,50,59,71,90,65,Pass
S1738,Female,54.20270409,30,96,56,92,35,51,56,Pass
S1739,Female,94.52867209,14,97,61,76,62,70,64,Pass
S1740,Female,60.4752684,38,92,42,32,50,95,72,Pass
S1741,Male,87.16740623,31,39,35,95,44,73,69,Pass
S1742,Female,88.59301155,27,85,41,71,36,73,67,Pass
S1743,Female,59.74996365,36,73,48,57,34,93,72,Pass
S1744,Female,52.96173841,19,45,65,77,39,88,70,Pass
S1745,Female,53.90424538,29,98,62,59,61,90,82,Pass
S1746,Male,89.59870613,11,37,97,95,31,97,78,Pass
S1747,Female,84.26066156,16,63,52,77,96,73,69,Pass
S1748,Male,89.53065837,21,72,64,57,57,81,72,Pass
S1749,Male,66.31988949,24,90,71,53,43,52,60,Pass
S1750,Female,56.20393766,38,95,61,71,45,55,54,Pass
S1751,Female,99.54031632,13,87,91,91,41,59,67,Pass
S1752,Male,87.50662165,28,59,32,82,86,91,73,Pass
S1753,Female,72.93104738,31,72,92,90,78,86,84,Pass
S1754,Male,53.61019303,22,97,67,86,92,58,53,Pass
S1755,Male,88.89238471,21,38,31,98,61,62,66,Pass
S1756,Male,60.87059482,11,84,51,36,59,98,70,Pass
S1757,Female,96.1249874,33,55,49,73,94,99,81,Pass
S1758,Male,72.42033132,20,39,79,42,57,99,71,Pass
S1759,Female,89.52917199,26,59,88,90,49,73,67,Pass
S1760,Female,55.24736353,34,93,32,42,70,52,59,Pass
S1761,Male,94.92390379,17,43,76,79,34,65,51,Pass
S1762,Female,64.3024246,27,34,46,36,80,98,65,Pass
S1763,Female,75.25699422,30,50,54,97,42,66,60,Pass
S1764,Female,51.51468504,29,64,43,95,85,82,70,Pass
S1765,Female,50.98794821,32,55,47,93,82,83,78,Pass
S1766,Male,56.75353899,30,92,45,88,81,59,64,Pass
S1767,Female,59.28422739,16,30,75,46,33,74,54,Pass
S1768,Female,53.43459891,36,41,64,77,37,79,56,Pass
S1769,Male,55.74570389,13,44,57,41,96,76,56,Pass
S1770,Male,58.11568136,23,88,97,72,43,72,57,Pass
S1771,Female,89.97328919,32,90,77,88,70,75,66,Pass
S1772,Female,72.81985865,23,70,40,51,96,58,65,Pass
S1773,Female,68.30816547,35,40,73,32,73,77,73,Pass
S1774,Female,68.75896615,12,55,83,32,51,95,74,Pass
S1775,Female,50.27545129,23,77,45,67,55,53,52,Pass
S1776,Male,87.74408285,22,46,77,84,76,80,72,Pass
S1777,Female,79.71901404,31,44,33,95,89,87,73,Pass
S1778,Male,52.11107719,32,36,35,66,40,79,60,Pass
S1779,Female,57.96240552,10,96,92,57,54,95,82,Pass
S1780,Male,75.35657409,31,40,86,57,76,86,65,Pass
S1781,Female,68.99388301,18,93,93,83,64,85,70,Pass
S1782,Male,62.04841437,27,60,70,61,38,69,57,Pass
S1783,Female,83.07924219,37,32,30,87,47,64,56,Pass
S1784,Female,82.87676075,20,43,74,90,85,77,77,Pass
S1785,Male,98.94014314,36,77,42,39,63,54,50,Pass
S1786,Female,82.25074018,28,45,63,44,85,95,82,Pass
S1787,Female,75.23351022,15,86,88,66,33,64,56,Pass
S1788,Male,71.82303955,22,80,41,95,69,76,70,Pass
S1789,Male,93.03728924,14,35,60,87,36,59,62,Pass
S1790,Male,73.00465548,14,39,32,31,83,52,51,Pass
S1791,Female,75.89040528,13,65,95,30,94,61,51,Pass
S1792,Female,92.02814713,21,56,68,77,31,50,58,Pass
S1793,Female,62.60652245,38,66,35,33,50,55,55,Pass
S1794,Male,53.41376544,16,31,36,66,95,56,55,Pass
S1795,Female,94.01339132,34,96,42,87,90,96,84,Pass
S1796,Female,52.14794393,38,58,71,82,87,99,90,Pass
S1797,Male,53.21341527,15,31,81,41,95,93,67,Pass
S1798,Female,58.15912867,36,86,72,43,34,90,80,Pass
S1799,Female,57.33564852,13,54,99,48,85,74,75,Pass
S1800,Female,94.05903264,23,31,99,38,50,85,73,Pass
S1801,Male,65.65840082,21,53,34,65,64,76,67,Pass
S1802,Female,92.84331683,29,84,31,75,43,85,66,Pass
S1803,Female,61.22280124,18,32,61,88,47,53,47,Fail
S1804,Male,66.592931,28,56,49,41,72,67,61,Pass
S1805,Female,82.04702836,33,66,80,89,66,83,83,Pass
S1806,Male,96.515081,23,31,63,58,98,87,64,Pass
S1807,Female,87.31414719,33,94,52,35,56,96,76,Pass
S1808,Male,94.07795268,36,71,45,84,78,96,73,Pass
S1809,Male,89.39240246,34,37,91,72,82,87,67,Pass
S1810,Female,82.83825674,26,81,95,80,44,51,65,Pass
S1811,Male,96.50430744,15,56,95,96,81,71,69,Pass
S1812,Female,90.39647208,25,76,84,58,63,61,54,Pass
S1813,Female,90.737125,36,35,81,35,75,74,57,Pass
S1814,Male,65.25139955,31,40,71,40,63,78,62,Pass
S1815,Female,58.5594412,27,50,93,40,48,95,71,Pass
S1816,Male,62.68719385,16,87,96,93,60,50,51,Pass
S1817,Male,63.96524545,19,35,74,63,69,79,74,Pass
S1818,Male,82.3090564,30,68,97,86,41,57,70,Pass
S1819,Female,95.50507542,24,51,51,34,81,69,63,Pass
S1820,Female,83.04708748,31,53,49,64,94,90,68,Pass
S1821,Male,72.9670413,38,51,55,89,51,74,74,Pass
S1822,Female,58.3131333,14,63,45,75,63,73,54,Pass
S1823,Male,67.35491181,19,94,92,41,31,81,73,Pass
S1824,Female,89.95066147,27,49,33,75,62,76,72,Pass
S1825,Female,52.79785411,25,94,84,73,40,88,80,Pass
S1826,Female,98.34305677,18,64,71,44,90,71,67,Pass
S1827,Female,58.52682222,19,31,88,51,87,50,42,Fail
S1828,Female,82.9960189,33,37,35,33,37,74,61,Pass
S1829,Female,58.72862577,36,84,32,34,79,83,77,Pass
S1830,Male,57.02800967,28,55,40,53,58,84,69,Pass
S1831,Male,81.02693252,21,97,48,95,47,79,64,Pass
S1832,Male,91.36831567,23,84,85,94,35,73,71,Pass
S1833,Female,72.2990103,11,30,37,62,34,70,53,Pass
S1834,Male,51.33393682,23,39,89,69,33,68,66,Pass
S1835,Male,51.74165894,23,78,84,47,51,65,52,Pass
S1836,Female,81.30060257,32,34,42,79,38,84,69,Pass
S1837,Male,80.46614883,30,34,53,63,62,57,58,Pass
S1838,Male,74.40707482,38,55,88,52,97,93,80,Pass
S1839,Male,52.08762426,19,94,83,63,73,59,58,Pass
S1840,Female,53.97946692,14,47,50,50,55,99,79,Pass
S1841,Female,71.40201837,23,77,72,55,38,79,59,Pass
S1842,Female,55.1945819,29,98,49,62,63,88,80,Pass
S1843,Male,71.93056484,13,64,62,98,53,98,86,Pass
S1844,Female,69.89399752,24,68,69,47,36,92,77,Pass
S1845,Female,95.43184039,20,77,68,56,54,89,80,Pass
S1846,Male,62.47457592,22,36,83,71,93,51,56,Pass
S1847,Male,54.08874585,31,49,99,42,34,61,48,Fail
S1848,Female,99.61953058,35,56,73,70,86,68,74,Pass
S1849,Male,89.98557166,26,31,80,68,82,88,75,Pass
S1850,Male,64.37851252,18,63,87,49,49,62,53,Pass
S1851,Male,79.43252327,22,82,40,72,49,58,61,Pass
S1852,Male,84.73685359,18,58,68,77,61,70,66,Pass
S1853,Female,78.46147376,22,92,31,59,66,54,59,Pass
S1854,Female,85.66386416,31,31,43,30,32,52,55,Pass
S1855,Female,95.26780422,18,93,42,55,34,88,81,Pass
S1856,Male,63.47630908,30,40,46,32,59,86,66,Pass
S1857,Female,99.70467574,25,74,41,55,63,63,69,Pass
S1858,Male,67.78017107,10,96,35,83,65,58,55,Pass
S1859,Male,60.49170057,32,81,81,74,95,65,66,Pass
S1860,Female,99.04693127,27,54,78,88,86,66,60,Pass
S1861,Male,85.49811084,38,55,48,61,89,69,72,Pass
S1862,Male,65.41269131,32,85,42,66,43,80,58,Pass
S1863,Male,63.09486134,14,78,43,47,59,88,74,Pass
S1864,Female,69.90592734,26,55,53,55,46,70,68,Pass
S1865,Female,92.27681851,18,69,88,34,92,80,72,Pass
S1866,Male,82.98007372,23,68,62,31,32,78,54,Pass
S1867,Male,61.5828772,26,30,85,62,92,93,69,Pass
S1868,Male,75.66367879,14,90,32,92,77,64,58,Pass
S1869,Female,71.32209557,36,69,56,96,56,97,75,Pass
S1870,Male,84.13213354,22,96,90,44,88,50,63,Pass
S1871,Female,70.01252889,16,42,42,67,72,62,55,Pass
S1872,Male,73.6447037,22,88,97,37,83,83,75,Pass
S1873,Male,69.14904364,17,52,42,62,46,56,43,Fail
S1874,Female,62.40081256,10,54,68,47,89,67,68,Pass
S1875,Female,56.03022756,13,97,99,97,69,85,79,Pass
S1876,Male,84.47246314,16,86,93,91,50,70,60,Pass
S1877,Female,82.54430147,27,67,78,98,60,51,61,Pass
S1878,Male,56.4097001,21,88,98,58,59,51,60,Pass
S1879,Male,50.50988695,14,30,37,88,91,93,69,Pass
S1880,Female,87.96445453,27,68,59,71,59,55,64,Pass
S1881,Male,69.19905865,10,39,67,49,65,83,69,Pass
S1882,Female,66.84790265,32,55,56,58,87,60,49,Fail
S1883,Male,51.44313362,38,36,33,49,44,70,51,Pass
S1884,Female,85.25071084,21,99,30,42,90,57,56,Pass
S1885,Male,80.96693699,18,73,91,97,83,76,71,Pass
S1886,Female,89.71956661,12,71,57,53,53,60,54,Pass
S1887,Male,86.04736057,28,33,49,71,75,95,66,Pass
S1888,Female,71.23695582,35,42,60,77,33,83,75,Pass
S1889,Female,57.77722932,16,44,86,40,63,54,49,Fail
S1890,Male,97.98494694,30,71,41,69,63,83,78,Pass
S1891,Male,69.1732207,24,32,48,45,63,69,56,Pass
S1892,Male,96.58480593,12,39,51,71,69,99,75,Pass
S1893,Male,72.70639135,18,89,49,57,88,80,69,Pass
S1894,Male,62.96417262,19,31,30,79,37,88,63,Pass
S1895,Male,77.57575817,11,51,55,90,82,52,47,Fail
S1896,Male,64.7959941,25,82,89,87,59,96,80,Pass
S1897,Male,61.99383433,15,89,78,75,66,51,47,Fail
S1898,Female,75.2020258,23,52,82,97,69,98,72,Pass
S1899,Male,71.79040945,34,35,83,45,96,66,58,Pass
S1900,Male,84.7289143,20,37,80,98,97,98,80,Pass
S1901,Male,79.76884838,32,66,86,90,70,79,81,Pass
S1902,Male,86.12905562,14,62,45,65,50,97,74,Pass
S1903,Male,95.18929247,13,48,84,62,97,97,71,Pass
S1904,Female,86.78356741,21,51,31,69,94,56,55,Pass
S1905,Male,85.8274604,22,68,50,75,96,64,67,Pass
S1906,Male,86.02780063,32,52,54,67,87,93,80,Pass
S1907,Male,51.58319698,16,84,99,35,74,83,76,Pass
S1908,Female,66.06366373,12,98,85,49,53,64,57,Pass
S1909,Male,56.03660063,29,30,73,81,98,91,79,Pass
S1910,Female,94.96114367,17,94,75,50,51,83,75,Pass
S1911,Female,58.19137164,38,83,58,72,51,60,63,Pass
S1912,Female,53.96514062,17,84,74,32,78,54,49,Fail
S1913,Male,83.66322597,24,66,47,42,47,72,70,Pass
S1914,Female,91.27006439,12,70,73,99,90,61,61,Pass
S1915,Female,70.76823943,12,91,66,33,41,76,59,Pass
S1916,Male,62.62085482,35,80,67,48,88,95,76,Pass
S1917,Male,54.08552288,26,73,42,82,41,79,71,Pass
S1918,Female,64.37753566,18,94,71,33,33,62,65,Pass
S1919,Female,66.15745854,27,47,53,79,60,50,60,Pass
S1920,Female,60.75426048,27,56,54,81,33,72,69,Pass
S1921,Female,91.80241401,22,49,32,77,84,87,66,Pass
S1922,Male,71.42190535,12,78,50,59,39,52,60,Pass
S1923,Male,74.52092758,20,99,97,62,95,97,76,Pass
S1924,Male,76.90123463,18,48,83,78,87,92,70,Pass
S1925,Male,76.19082301,37,41,91,81,85,77,65,Pass
S1926,Female,90.160611,25,45,50,62,40,64,64,Pass
S1927,Male,54.70112035,20,48,59,91,51,52,50,Pass
S1928,Male,96.60805917,20,89,68,64,70,53,61,Pass
S1929,Female,99.04588014,13,57,46,99,65,57,51,Pass
S1930,Male,57.20212129,31,38,38,87,43,56,57,Pass
S1931,Male,62.02547761,29,47,82,69,88,52,55,Pass
S1932,Male,61.98453115,14,81,64,93,54,68,65,Pass
S1933,Male,97.75363252,20,93,83,37,53,87,70,Pass
S1934,Female,51.03342098,13,40,38,85,65,98,76,Pass
S1935,Female,90.15120568,20,52,93,90,91,97,77,Pass
S1936,Male,69.14621561,12,52,81,53,40,65,65,Pass
S1937,Male,53.53922199,38,75,42,75,45,89,67,Pass
S1938,Male,72.86044116,12,90,94,83,33,58,57,Pass
S1939,Female,59.30992092,10,73,30,85,82,85,71,Pass
S1940,Male,64.44252079,21,95,71,30,71,56,56,Pass
S1941,Female,65.86786946,18,32,69,78,79,65,51,Pass
S1942,Female,69.7567118,24,43,43,92,61,85,72,Pass
S1943,Male,88.58274165,22,98,48,76,31,70,64,Pass
S1944,Male,67.40199622,33,83,41,46,80,65,70,Pass
S1945,Female,63.98108821,37,90,89,82,79,75,74,Pass
S1946,Male,72.99802258,19,48,38,82,39,99,83,Pass
S1947,Male,71.62820443,25,92,71,56,33,67,67,Pass
S1948,Male,73.33912766,34,75,70,51,55,55,60,Pass
S1949,Male,92.04976016,24,86,99,62,70,90,78,Pass
S1950,Female,53.09794989,38,79,69,97,67,56,55,Pass
S1951,Female,89.36281796,14,62,34,75,53,69,68,Pass
S1952,Male,61.46085381,22,81,45,81,69,94,82,Pass
S1953,Female,58.3378762,20,74,95,46,68,85,61,Pass
S1954,Female,71.22272299,26,92,37,88,79,75,71,Pass
S1955,Male,62.53027899,36,49,38,36,33,97,73,Pass
S1956,Male,55.12747543,27,48,32,65,63,86,70,Pass
S1957,Female,88.4927017,34,81,95,91,66,86,73,Pass
S1958,Male,73.49242031,24,44,61,75,91,72,61,Pass
S1959,Male,50.19877381,15,34,48,41,82,93,73,Pass
S1960,Male,70.57065178,38,37,86,80,85,82,70,Pass
S1961,Male,68.17713372,13,60,64,37,53,55,52,Pass
S1962,Female,54.46856038,26,71,86,40,63,64,58,Pass
S1963,Male,50.11859754,37,36,85,37,37,79,66,Pass
S1964,Female,85.18843329,12,50,86,96,44,81,69,Pass
S1965,Male,63.05824034,31,54,50,94,94,91,80,Pass
S1966,Female,91.58493292,18,84,31,68,46,52,50,Pass
S1967,Male,87.57732371,22,44,67,86,41,63,60,Pass
S1968,Female,99.18225227,12,33,72,70,52,98,74,Pass
S1969,Female,86.46691075,25,73,46,87,42,92,67,Pass
S1970,Female,68.93594141,16,40,30,80,77,66,51,Pass
S1971,Male,60.97251222,10,37,42,90,31,67,57,Pass
S1972,Male,91.75316576,30,62,75,52,93,81,74,Pass
S1973,Male,52.98397451,29,76,63,48,32,93,79,Pass
S1974,Female,64.6363675,14,36,67,80,30,78,57,Pass
S1975,Male,69.85336814,33,89,86,72,78,96,72,Pass
S1976,Male,85.46085009,10,98,42,40,41,99,75,Pass
S1977,Male,80.3600224,36,91,71,91,37,61,61,Pass
S1978,Female,95.72271414,29,53,70,91,73,68,61,Pass
S1979,Female,99.87184159,32,41,58,49,89,51,65,Pass
S1980,Male,70.24418856,12,74,62,69,99,99,74,Pass
S1981,Female,50.71751416,23,63,74,80,92,82,78,Pass
S1982,Male,65.21721722,19,34,99,87,52,79,59,Pass
S1983,Female,80.83674982,17,84,53,91,98,59,68,Pass
S1984,Female,96.70249946,14,82,84,50,35,92,80,Pass
S1985,Female,92.8681825,36,37,50,62,46,92,70,Pass
S1986,Male,91.33684308,16,60,39,86,83,97,70,Pass
S1987,Male,57.51456312,19,72,51,84,38,99,82,Pass
S1988,Male,96.62473397,31,63,64,60,76,69,67,Pass
S1989,Male,85.09759053,28,56,52,31,48,68,52,Pass
S1990,Male,71.57755296,12,94,57,82,85,66,59,Pass
S1991,Female,85.52454168,20,64,81,30,49,55,59,Pass
S1992,Male,63.42814701,13,51,63,95,90,74,75,Pass
S1993,Male,67.05560311,27,44,76,46,94,94,74,Pass
S1994,Female,54.61712046,29,94,38,84,74,63,68,Pass
S1995,Male,92.33822347,25,64,46,59,50,78,62,Pass
S1996,Male,68.74972557,38,84,74,47,93,81,81,Pass
S1997,Male,85.04133313,36,99,36,88,97,82,69,Pass
S1998,Female,88.8810645,14,53,60,40,55,98,66,Pass
S1999,Female,91.8386273,37,60,60,55,98,84,71,Pass
S2000,Female,81.46200686,32,46,98,43,55,89,72,Pass
S2001,Female,89.19904954,38,96,98,41,51,62,74,Pass
S2002,Male,90.41048722,31,80,71,51,84,64,62,Pass
S2003,Female,96.30086916,35,77,82,71,37,94,71,Pass
S2004,Female,66.40194853,15,42,75,57,83,52,61,Pass
S2005,Male,50.36982433,30,51,76,96,99,99,82,Pass
S2006,Female,62.4266249,26,85,58,47,81,55,48,Fail
S2007,Female,94.08127359,38,32,75,81,66,77,69,Pass
S2008,Male,89.20025736,19,46,52,84,70,97,86,Pass
S2009,Male,52.74785194,33,53,53,80,46,56,46,Fail
S2010,Male,99.76433368,27,85,42,45,51,83,70,Pass
S2011,Male,79.12382389,36,75,88,54,38,54,52,Pass
S2012,Male,71.84757211,35,62,51,37,37,96,70,Pass
S2013,Male,57.40162643,25,94,43,85,90,91,77,Pass
S2014,Female,76.84022325,16,53,31,51,94,86,60,Pass
S2015,Male,72.054388,27,88,66,36,97,62,59,Pass
S2016,Female,59.98636405,27,87,75,82,66,65,71,Pass
S2017,Male,78.39107754,12,97,34,84,51,61,53,Pass
S2018,Male,58.25705616,22,34,84,44,59,87,64,Pass
S2019,Female,82.22256918,34,95,39,56,31,77,74,Pass
S2020,Female,81.59590084,13,87,33,63,64,73,69,Pass
S2021,Female,55.68776287,19,55,32,92,87,54,54,Pass
S2022,Male,64.64360839,16,64,56,92,79,67,58,Pass
S2023,Male,83.42021621,17,89,30,46,56,66,66,Pass
S2024,Male,57.15848188,21,87,32,66,34,88,76,Pass
S2025,Female,95.71633705,15,46,95,40,38,92,81,Pass
S2026,Male,82.58697465,23,98,34,34,99,91,70,Pass
S2027,Male,87.36450811,29,79,90,38,75,96,74,Pass
S2028,Female,62.93580014,26,73,69,80,68,93,72,Pass
S2029,Female,81.39503526,23,54,70,32,32,66,62,Pass
S2030,Male,84.01455525,24,77,63,31,54,85,77,Pass
S2031,Female,92.80417418,28,47,73,84,56,55,58,Pass
S2032,Male,80.77990656,20,44,81,60,53,90,64,Pass
S2033,Female,51.38227582,37,86,80,93,35,89,67,Pass
S2034,Female,82.55240306,31,54,82,54,44,73,72,Pass
S2035,Female,68.68036187,16,44,88,83,40,54,59,Pass
S2036,Male,71.09721734,29,81,70,46,78,69,67,Pass
S2037,Male,74.27202477,17,67,97,41,40,91,70,Pass
S2038,Female,73.86118542,14,88,51,79,35,76,65,Pass
S2039,Male,92.21272122,30,65,40,98,49,53,66,Pass
S2040,Female,70.61319634,28,33,61,81,95,97,71,Pass
S2041,Female,81.5141062,30,59,63,82,98,71,75,Pass
S2042,Male,74.71743106,35,88,53,69,81,55,65,Pass
S2043,Female,83.36829956,11,57,91,60,84,87,83,Pass
S2044,Female,53.62645097,22,84,75,75,62,87,76,Pass
S2045,Male,61.8505447,35,50,36,74,74,73,66,Pass
S2046,Male,79.83419821,34,71,84,37,79,92,81,Pass
S2047,Male,69.22984304,20,64,34,87,73,69,57,Pass
S2048,Male,65.2720453,12,81,95,79,62,64,59,Pass
S2049,Female,85.22384228,26,44,78,97,85,57,55,Pass
S2050,Male,62.94115087,25,73,40,43,80,97,67,Pass
S2051,Male,64.03759876,18,64,34,34,91,76,58,Pass
S2052,Male,51.89227611,20,79,92,53,55,66,58,Pass
S2053,Male,92.13298082,16,72,75,49,91,86,70,Pass
S2054,Female,87.89560173,16,43,46,62,71,85,78,Pass
S2055,Male,59.88963015,25,47,72,52,89,69,62,Pass
S2056,Female,61.61325741,24,85,55,77,98,57,52,Pass
S2057,Female,84.99064216,38,48,59,60,46,72,54,Pass
S2058,Male,57.23016721,10,61,49,81,32,61,56,Pass
S2059,Male,89.64125677,10,65,34,66,47,98,81,Pass
S2060,Female,73.04245257,26,33,77,37,95,80,71,Pass
S2061,Male,86.44863032,16,44,73,52,86,79,76,Pass
S2062,Male,81.97940313,14,98,92,45,67,98,84,Pass
S2063,Male,58.66434648,25,89,59,72,85,81,77,Pass
S2064,Male,80.97762898,37,56,69,56,84,91,85,Pass
S2065,Female,84.86673009,37,96,62,66,68,54,51,Pass
S2066,Female,85.0333039,32,63,80,72,52,90,76,Pass
S2067,Male,79.21428688,21,57,31,81,38,76,63,Pass
S2068,Male,55.88149336,30,50,43,68,35,64,59,Pass
S2069,Male,93.38997817,21,57,40,41,82,51,51,Pass
S2070,Male,79.70387717,22,68,94,53,70,86,73,Pass
S2071,Male,62.0691694,29,62,50,98,68,52,59,Pass
S2072,Male,94.1076421,11,98,37,76,56,81,61,Pass
S2073,Male,50.12240576,14,84,62,67,52,66,62,Pass
S2074,Male,53.19162053,36,50,96,34,54,81,68,Pass
S2075,Male,55.39433865,32,87,55,42,80,98,74,Pass
S2076,Male,89.66835486,30,61,96,32,90,65,56,Pass
S2077,Female,87.27785262,31,30,70,43,39,80,68,Pass
S2078,Male,99.34841794,37,71,83,55,85,58,56,Pass
S2079,Male,84.24760885,31,46,58,79,88,90,70,Pass
S2080,Male,89.40870468,33,33,71,67,89,67,60,Pass
S2081,Male,71.95772162,31,92,31,95,97,54,53,Pass
S2082,Female,91.31073924,21,34,53,88,37,83,59,Pass
S2083,Male,62.88873191,34,89,36,31,92,74,65,Pass
S2084,Male,55.18250995,32,37,43,64,70,64,64,Pass
S2085,Male,94.31183311,25,34,41,91,44,84,76,Pass
S2086,Female,65.12740824,32,97,63,90,41,59,68,Pass
S2087,Female,65.83661371,34,47,85,93,31,68,64,Pass
S2088,Female,97.17034327,19,40,91,76,91,96,85,Pass
S2089,Male,60.59544149,31,62,54,45,38,91,67,Pass
S2090,Female,70.95622663,34,43,92,34,51,84,70,Pass
S2091,Female,68.22667132,17,61,72,39,46,64,66,Pass
S2092,Male,87.86735081,38,65,43,87,99,88,77,Pass
S2093,Female,89.72265969,26,44,67,57,83,71,60,Pass
S2094,Male,84.19939387,27,40,42,48,95,86,80,Pass
